Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
208,İlkay Gündoğan,de GER,MF,Manchester City,32-136,1990,23,19,1666,18.5,3,3,6,3,0,0,0,0,5.4,5.4,2.6,8.0,39,123,105,0.16,0.16,0.32,0.16,0.32,0.29,0.14,0.43,0.29,0.43,Matches,819b3158
209,Darko Gyabi,eng ENG,FW,Leeds United,19-019,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.72,0.72,0.72,Matches,56d838f7
210,Erling Haaland,no NOR,FW,Manchester City,22-231,2000,25,24,2022,22.5,27,5,32,23,4,4,4,0,18.9,15.7,3.9,19.7,23,40,113,1.20,0.22,1.42,1.02,1.25,0.84,0.17,1.02,0.70,0.88,Matches,1f44ac21
211,Lewis Hall,eng ENG,DFMF,Chelsea,18-182,2004,5,4,304,3.4,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.7,10,9,19,0.00,0.00,0.00,0.00,0.00,0.14,0.08,0.22,0.14,0.22,Matches,da011f18
212,Luke Harris,wls WAL,MFFW,Fulham,17-340,2005,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8c3078cd
213,Jack Harrison,eng ENG,FWMF,Leeds United,26-109,1996,23,21,1654,18.4,1,5,6,1,0,0,2,0,2.8,2.8,3.2,6.0,66,66,165,0.05,0.27,0.33,0.05,0.33,0.15,0.17,0.33,0.15,0.33,Matches,aa849a12
214,Kai Havertz,de GER,FWMF,Chelsea,23-271,1999,24,21,1798,20.0,5,1,6,5,0,0,4,0,6.5,6.5,2.7,9.2,38,54,149,0.25,0.05,0.30,0.25,0.30,0.33,0.13,0.46,0.33,0.46,Matches,fed7cb61
215,Jan Paul van Hecke,nl NED,DF,Brighton,22-274,2000,2,1,80,0.9,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,3,9,0,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.67,0.67,Matches,4fd08daa
216,Hwang Hee-chan,kr KOR,FW,Wolves,27-042,1996,17,9,690,7.7,0,1,1,0,0,0,1,0,0.4,0.4,1.0,1.5,16,19,35,0.00,0.13,0.13,0.00,0.13,0.06,0.13,0.19,0.06,0.19,Matches,169fd162
217,Dean Henderson,eng ENG,GK,Nott'ham Forest,25-362,1997,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e5a76dfe
218,Jordan Henderson,eng ENG,MF,Liverpool,32-265,1990,22,14,1235,13.7,0,1,1,0,0,0,2,0,0.7,0.7,1.3,1.9,22,105,31,0.00,0.07,0.07,0.00,0.07,0.05,0.09,0.14,0.05,0.14,Matches,935e6b8f
219,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,36-044,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,76eca7e2
220,Rico Henry,eng ENG,DF,Brentford,25-244,1997,23,23,2050,22.8,0,2,2,0,0,0,0,0,1.1,1.1,1.9,2.9,34,68,74,0.00,0.09,0.09,0.00,0.09,0.05,0.08,0.13,0.05,0.13,Matches,8a3c1dc7
221,Son Heung-min,kr KOR,MFFW,Tottenham,30-244,1992,24,21,1853,20.6,5,3,8,5,0,0,1,0,5.6,5.6,3.8,9.4,62,51,138,0.24,0.15,0.39,0.24,0.39,0.27,0.18,0.46,0.27,0.46,Matches,92e7e919
222,Aaron Hickey,sct SCO,DF,Brentford,20-272,2002,12,11,903,10.0,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,24,44,29,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Matches,1780bb4a
223,Joseph Hodge,ie IRL,MF,Wolves,20-176,2002,5,1,169,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,7,4,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches,bd8a5d95
224,Rob Holding,eng ENG,DF,Arsenal,27-170,1995,7,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d79a8c87
225,Mason Holgate,eng ENG,DFMF,Everton,26-138,1996,5,3,365,4.1,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,4,10,2,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,Matches,d0042ab9
226,Will Hughes,eng ENG,MF,Crystal Palace,27-326,1995,17,3,392,4.4,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.3,6,16,9,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.07,Matches,a0666d3e
227,Omari Hutchinson,eng ENG,FW,Chelsea,19-130,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,bd9553e6
228,Pierre Højbjerg,dk DEN,MF,Tottenham,27-216,1995,25,25,2231,24.8,4,3,7,4,0,0,2,0,1.6,1.6,2.2,3.8,35,173,57,0.16,0.12,0.28,0.16,0.28,0.06,0.09,0.15,0.06,0.15,Matches,8b04d6c1
229,Kelechi Iheanacho,ng NGA,FWMF,Leicester City,26-157,1996,19,6,668,7.4,3,4,7,3,0,0,0,0,4.2,4.2,2.8,7.0,21,16,63,0.40,0.54,0.94,0.40,0.94,0.56,0.38,0.94,0.56,0.94,Matches,c92e1a31
230,Danny Ings,eng ENG,FW,West Ham,30-229,1992,6,2,245,2.7,2,0,2,2,0,0,0,0,2.0,2.0,0.2,2.2,2,4,15,0.73,0.00,0.73,0.73,0.73,0.75,0.07,0.82,0.75,0.82,Matches,07802f7f
231,Danny Ings,eng ENG,FW,Aston Villa,30-229,1992,18,8,824,9.2,6,0,6,4,2,2,3,0,5.3,3.8,1.2,5.0,15,12,46,0.66,0.00,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54,Matches,07802f7f
232,Alexander Isak,se SWE,FWMF,Newcastle Utd,23-169,1999,8,5,466,5.2,3,0,3,2,1,1,0,0,3.7,2.9,0.5,3.4,11,10,36,0.58,0.00,0.58,0.39,0.39,0.71,0.11,0.82,0.56,0.67,Matches,8e92be30
233,Alex Iwobi,ng NGA,MFFW,Everton,26-310,1996,26,26,2299,25.5,1,6,7,1,0,0,2,0,1.6,1.6,3.6,5.2,49,128,99,0.04,0.23,0.27,0.04,0.27,0.06,0.14,0.20,0.06,0.20,Matches,6ca5ec4b
234,Daniel James,wls WAL,FW,Leeds United,25-119,1997,4,2,198,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,6,3,9,0.00,0.00,0.00,0.00,0.00,0.12,0.15,0.27,0.12,0.27,Matches,c931d9f9
235,Daniel James,wls WAL,FW,Fulham,25-119,1997,12,3,360,4.0,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,15,12,27,0.25,0.00,0.25,0.25,0.25,0.33,0.08,0.41,0.33,0.41,Matches,c931d9f9
236,Reece James,eng ENG,DFMF,Chelsea,23-091,1999,11,10,850,9.4,1,1,2,1,0,0,3,0,0.9,0.9,1.7,2.5,39,59,80,0.11,0.11,0.21,0.11,0.21,0.09,0.17,0.27,0.09,0.27,Matches,1265a93a
237,Vitaly Janelt,de GER,MFDF,Brentford,24-303,1998,24,15,1449,16.1,3,1,4,3,0,0,1,0,2.0,2.0,0.8,2.8,11,53,19,0.19,0.06,0.25,0.19,0.25,0.12,0.05,0.18,0.12,0.18,Matches,8449d35e
238,Pontus Jansson,se SWE,DF,Brentford,32-024,1991,7,6,515,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,172e52d8
239,Mathias Jensen,dk DEN,MF,Brentford,27-067,1996,24,24,1855,20.6,4,4,8,4,0,0,3,0,1.7,1.7,2.5,4.2,16,91,49,0.19,0.19,0.39,0.19,0.39,0.08,0.12,0.20,0.08,0.20,Matches,0f134faf
240,Gabriel Jesus,br BRA,FW,Arsenal,25-340,1997,14,14,1219,13.5,5,5,10,5,0,0,4,0,7.7,7.7,2.8,10.6,30,38,122,0.37,0.37,0.74,0.37,0.74,0.57,0.21,0.78,0.57,0.78,Matches,b66315ae
241,Raúl Jiménez,mx MEX,FW,Wolves,31-308,1991,11,5,563,6.3,0,1,1,0,0,0,0,0,2.0,2.0,1.4,3.4,4,9,37,0.00,0.16,0.16,0.00,0.16,0.31,0.23,0.54,0.31,0.54,Matches,b561db50
242,Joelinton,br BRA,MFFW,Newcastle Utd,26-207,1996,22,21,1850,20.6,2,1,3,2,0,0,10,0,3.4,3.4,1.8,5.2,45,89,105,0.10,0.05,0.15,0.10,0.15,0.17,0.09,0.25,0.17,0.25,Matches,c17bfb65
243,Ben Johnson,eng ENG,DF,West Ham,23-044,2000,13,8,744,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,12,36,17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,9319781b
244,Brennan Johnson,wls WAL,FWMF,Nott'ham Forest,21-290,2001,25,23,2061,22.9,7,2,9,6,1,2,4,0,6.7,5.2,2.8,8.0,67,25,119,0.31,0.09,0.39,0.26,0.35,0.29,0.12,0.42,0.23,0.35,Matches,0cd31129
245,Curtis Jones,eng ENG,MFFW,Liverpool,22-038,2001,7,1,195,2.2,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,6,18,16,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.17,0.08,0.17,Matches,4fb9c88f
246,Jorginho,it ITA,MF,Arsenal,31-079,1991,5,4,347,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,49,5,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,45db685d
247,Jorginho,it ITA,MF,Chelsea,31-079,1991,18,15,1279,14.2,2,0,2,0,2,2,4,0,1.7,0.1,0.4,0.5,13,80,10,0.14,0.00,0.14,0.00,0.00,0.12,0.03,0.14,0.01,0.03,Matches,45db685d
248,Diogo Jota,pt POR,FWMF,Liverpool,26-095,1996,9,4,406,4.5,0,2,2,0,0,0,1,0,2.0,2.0,1.5,3.5,15,15,35,0.00,0.44,0.44,0.00,0.44,0.45,0.32,0.77,0.45,0.77,Matches,178ae8f8
249,Hamed Junior Traorè,ci CIV,FWMF,Bournemouth,23-021,2000,4,4,305,3.4,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1.0,13,17,14,0.00,0.00,0.00,0.00,0.00,0.06,0.22,0.28,0.06,0.28,Matches,570bb4b9
250,James Justin,eng ENG,DF,Leicester City,25-014,1998,14,14,1252,13.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,20,47,50,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches,fb614c44
251,Mathias Jørgensen,dk DEN,DF,Brentford,32-320,1990,13,8,745,8.3,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,1,22,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches,0db5d2c8
252,Sasa Kalajdzic,at AUT,FW,Wolves,25-245,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.53,0.53,0.53,Matches,15f24fe7
253,Boubacar Kamara,fr FRA,MF,Aston Villa,23-106,1999,19,18,1524,16.9,0,1,1,0,0,0,3,0,0.2,0.2,0.8,1.0,14,79,8,0.00,0.06,0.06,0.00,0.06,0.01,0.05,0.06,0.01,0.06,Matches,cc77354e
254,Harry Kane,eng ENG,FW,Tottenham,29-224,1993,26,26,2325,25.8,18,2,20,16,2,3,4,0,13.8,11.4,4.4,15.8,40,128,143,0.70,0.08,0.77,0.62,0.70,0.53,0.17,0.70,0.44,0.61,Matches,21a66f6a
255,N'Golo Kanté,fr FRA,MF,Chelsea,31-345,1991,2,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,9,7,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18,Matches,b9fbae28
256,Michael Keane,eng ENG,DF,Everton,30-057,1993,3,2,203,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.3,0,4,0,0.00,0.44,0.44,0.00,0.44,0.03,0.12,0.15,0.03,0.15,Matches,c5b7c315
257,Neeskens Kebano,cd COD,FW,Fulham,30-364,1992,12,9,713,7.9,0,3,3,0,0,0,0,0,0.5,0.5,1.4,1.8,37,21,63,0.00,0.38,0.38,0.00,0.38,0.06,0.17,0.23,0.06,0.23,Matches,18b999f4
258,Thilo Kehrer,de GER,DF,West Ham,26-169,1996,18,18,1575,17.5,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,12,39,20,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches,51dbeea9
259,Naby Keïta,gn GUI,MF,Liverpool,28-027,1995,8,3,293,3.3,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.4,5,15,21,0.00,0.00,0.00,0.00,0.00,0.20,0.22,0.42,0.20,0.42,Matches,f25c8e3a
260,Lloyd Kelly,eng ENG,DF,Bournemouth,24-154,1998,10,10,900,10.0,0,2,2,0,0,0,2,0,0.1,0.1,0.1,0.3,4,15,1,0.00,0.20,0.20,0.00,0.20,0.01,0.01,0.03,0.01,0.03,Matches,f31def1e
261,Max Kilman,eng ENG,DF,Wolves,25-290,1997,26,26,2340,26.0,0,0,0,0,0,0,3,0,1.0,1.0,0.0,1.0,21,88,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,d0f72bf1
262,Mateusz Klich,pl POL,MFFW,Leeds United,32-269,1990,14,0,280,3.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,5,16,21,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.12,0.05,0.12,Matches,282679b4
263,Robin Koch,de GER,DF,Leeds United,26-235,1996,24,24,2112,23.5,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,9,72,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,ea6bc03a
264,Ibrahima Konaté,fr FRA,DF,Liverpool,23-288,1999,7,6,562,6.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,4,18,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,5ed9b537
265,Ezri Konsa,eng ENG,DF,Aston Villa,25-137,1997,25,24,2152,23.9,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.2,5,27,9,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,0313a347
266,Kalidou Koulibaly,sn SEN,DF,Chelsea,31-262,1991,17,15,1340,14.9,2,0,2,2,0,0,6,1,0.8,0.8,0.4,1.2,10,65,4,0.13,0.00,0.13,0.13,0.13,0.05,0.03,0.08,0.05,0.08,Matches,da974c7b
267,Cheikhou Kouyaté,sn SEN,MFDF,Nott'ham Forest,33-078,1989,12,9,704,7.8,1,0,1,1,0,0,2,0,0.3,0.3,0.6,1.0,6,16,8,0.13,0.00,0.13,0.13,0.13,0.04,0.08,0.12,0.04,0.12,Matches,8d3c902d
268,Mateo Kovačić,hr CRO,MF,Chelsea,28-307,1994,17,9,999,11.1,0,1,1,0,0,0,4,0,0.5,0.5,1.2,1.7,27,89,12,0.00,0.09,0.09,0.00,0.09,0.04,0.11,0.15,0.04,0.15,Matches,79c0821a
269,Emil Krafth,se SWE,DF,Newcastle Utd,28-219,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,77cf6852
270,Dejan Kulusevski,se SWE,MFFW,Tottenham,22-318,2000,18,16,1375,15.3,2,5,7,2,0,0,1,0,1.7,1.7,3.1,4.8,65,45,141,0.13,0.33,0.46,0.13,0.46,0.11,0.21,0.31,0.11,0.31,Matches,df3cda47
271,Layvin Kurzawa,fr FRA,DF,Fulham,30-186,1992,3,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,41e7ef1c
272,Adam Lallana,eng ENG,MFFW,Brighton,34-303,1988,16,12,722,8.0,2,1,3,2,0,0,0,0,0.9,0.9,1.0,1.9,10,33,43,0.25,0.12,0.37,0.25,0.37,0.11,0.12,0.23,0.11,0.23,Matches,99813635
273,Tariq Lamptey,gh GHA,DF,Brighton,22-160,2000,20,3,453,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,28,26,58,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches,f4e433d4
274,Manuel Lanzini,ar ARG,MFFW,West Ham,30-022,1993,7,1,150,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,14,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,26f6dca8
275,Aymeric Laporte,es ESP,DF,Manchester City,28-286,1994,7,6,556,6.2,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,17,46,8,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,Matches,119b9a8e
276,Juan Larios,es ESP,DF,Southampton,19-056,2004,5,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,cf7fb13a
277,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,29-118,1993,5,2,197,2.2,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,450ab6fc
278,Roméo Lavia,be BEL,MF,Southampton,19-062,2004,16,14,1159,12.9,1,0,1,1,0,0,6,0,0.2,0.2,0.3,0.5,6,49,10,0.08,0.00,0.08,0.08,0.08,0.02,0.02,0.04,0.02,0.04,Matches,ecad9aa5
279,Dexter Lembikisa,jm JAM,DF,Wolves,19-125,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0bdda685
280,Mario Lemina,ga GAB,MF,Wolves,29-189,1993,7,6,417,4.6,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.2,2,16,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Matches,2b471f99
281,Clément Lenglet,fr FRA,DF,Tottenham,27-265,1995,16,14,1192,13.2,0,2,2,0,0,0,2,0,0.8,0.8,0.6,1.4,20,48,6,0.00,0.15,0.15,0.00,0.15,0.06,0.05,0.10,0.06,0.10,Matches,4f28a6ff
282,Bernd Leno,de GER,GK,Fulham,31-005,1992,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2628fd2b
283,Jefferson Lerma,co COL,MFDF,Bournemouth,28-135,1994,24,24,2108,23.4,3,0,3,3,0,0,3,0,1.6,1.6,0.6,2.1,13,79,18,0.13,0.00,0.13,0.13,0.13,0.07,0.02,0.09,0.07,0.09,Matches,9b5ce51a
284,Jamal Lewis,nir NIR,DF,Newcastle Utd,25-043,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,efb9215a
285,Rico Lewis,eng ENG,DFMF,Manchester City,18-108,2004,10,6,543,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.8,1.0,19,31,14,0.00,0.00,0.00,0.00,0.00,0.02,0.14,0.16,0.02,0.16,Matches,b57e066e
286,Keane Lewis-Potter,eng ENG,FWMF,Brentford,22-015,2001,10,3,321,3.6,0,1,1,0,0,0,0,0,0.5,0.5,1.2,1.7,8,6,39,0.00,0.28,0.28,0.00,0.28,0.14,0.35,0.49,0.14,0.49,Matches,41f08ac8
287,Victor Lindelöf,se SWE,DF,Manchester Utd,28-235,1994,9,5,542,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f5deef4c
288,Jesse Lingard,eng ENG,FWMF,Nott'ham Forest,30-084,1992,15,11,875,9.7,0,0,0,0,0,0,1,0,1.0,1.0,0.7,1.7,11,32,34,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.18,0.11,0.18,Matches,810e3c74
289,Diego Llorente,es ESP,DF,Leeds United,29-205,1993,8,7,649,7.2,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,27,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,bba30585
290,Hugo Lloris,fr FRA,GK,Tottenham,36-073,1986,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8f62b6ee
291,Renan Lodi,br BRA,DF,Nott'ham Forest,24-335,1998,17,16,1343,14.9,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,19,22,46,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches,ed9f7cfe
292,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,27-045,1996,17,15,1176,13.1,0,0,0,0,0,0,1,0,0.8,0.8,1.1,2.0,36,68,61,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.15,0.06,0.15,Matches,e97fd090
293,Sean Longstaff,eng ENG,MF,Newcastle Utd,25-130,1997,24,20,1837,20.4,1,3,4,1,0,0,2,0,2.4,2.4,2.8,5.2,12,87,80,0.05,0.15,0.20,0.05,0.20,0.12,0.14,0.26,0.12,0.26,Matches,a2b105e0
294,Jamal Lowe,jm JAM,MFFW,Bournemouth,28-231,1994,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b2856bc0
295,Douglas Luiz,br BRA,MF,Aston Villa,24-304,1998,24,20,1770,19.7,2,5,7,2,0,0,4,1,1.0,1.0,2.7,3.7,26,78,19,0.10,0.25,0.36,0.10,0.36,0.05,0.14,0.19,0.05,0.19,Matches,6f7d826d
296,Saša Lukić,rs SRB,MF,Fulham,26-208,1996,3,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,c6e8cf1f
297,Lyanco,br BRA,DF,Southampton,26-036,1997,14,7,698,7.8,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.3,5,20,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,b5bf1770
298,Alexis Mac Allister,ar ARG,MF,Brighton,24-075,1998,20,19,1727,19.2,6,1,7,2,4,4,6,0,6.9,3.8,2.2,5.9,30,98,37,0.31,0.05,0.36,0.10,0.16,0.36,0.11,0.47,0.20,0.31,Matches,83d074ff
299,James Maddison,eng ENG,MFFW,Leicester City,26-106,1996,18,17,1453,16.1,9,5,14,9,0,0,7,0,4.0,4.0,4.5,8.5,40,100,95,0.56,0.31,0.87,0.56,0.87,0.25,0.28,0.53,0.25,0.53,Matches,ee38d9c5
300,Noni Madueke,eng ENG,FW,Chelsea,20-364,2002,4,2,182,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,8,20,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches,bf34eebd
301,Harry Maguire,eng ENG,DF,Manchester Utd,30-004,1993,10,5,481,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.6,5,14,2,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12,Matches,d8931174
302,Riyad Mahrez,dz ALG,FWMF,Manchester City,32-016,1991,19,12,1061,11.8,5,4,9,4,1,1,2,0,4.6,3.9,3.3,7.2,38,52,152,0.42,0.34,0.76,0.34,0.68,0.39,0.28,0.68,0.33,0.61,Matches,892d5bb1
303,Kobbie Mainoo,eng ENG,MF,Manchester Utd,17-324,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c6220452
304,Ainsley Maitland-Niles,eng ENG,DFMF,Southampton,25-192,1997,14,9,903,10.0,0,0,0,0,0,0,3,0,0.0,0.0,0.6,0.6,9,38,10,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,e3a5814e
305,Tyrell Malacia,nl NED,DF,Manchester Utd,23-204,1999,15,10,920,10.2,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,14,28,20,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,6b6c793c
306,Orel Mangala,be BEL,MF,Nott'ham Forest,24-356,1998,15,10,712,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,10,25,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,a572e291
307,Javier Manquillo,es ESP,DF,Newcastle Utd,28-308,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,758dd7f0
308,Sekou Mara,fr FRA,FWMF,Southampton,20-222,2002,17,3,415,4.6,0,1,1,0,0,0,1,0,0.8,0.8,0.5,1.3,4,6,23,0.00,0.22,0.22,0.00,0.22,0.18,0.11,0.29,0.18,0.29,Matches,3544641e
309,Solly March,eng ENG,FWDF,Brighton,28-232,1994,23,23,1971,21.9,5,4,9,5,0,0,2,0,5.4,5.4,5.0,10.4,77,98,261,0.23,0.18,0.41,0.23,0.41,0.25,0.23,0.48,0.25,0.48,Matches,bb5fbd2b
310,Emiliano Marcondes,dk DEN,MF,Bournemouth,28-000,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4d960fc3
311,Marquinhos,br BRA,MF,Arsenal,19-336,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,59878425
